"","st","year","X","state","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","close5","close10","na_close","house_term_limit2"
"347","IN",2003,347,"IN",1,1,14,1,0.549464344978333,0.580047825,5,220810.5,6200000,29.406,-0.90351874,0.39404172,83,27.13742578,443.8541412,0.156,0.174,0.102,0.106,0.139,0.143,-2.28278246569787,0.102,149,-0.437,0.874,1.311,15.6400598500153,0.0356145967741935,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,7.5,5.5,-0.204,0.746,1.406,1.112,-0.49,0.916,-0.304,0.808,3000,0,3000,0,8,0,0,0,0,0,0,0,0.064,0.12,0,0
"349","IN",2005,349,"IN",0,2,16,0,0.578391194343567,0.604234762,5.59999990463257,243661.5,6300000,31.077,-0.70092666,0.1096679,115.3600006,25.4984834,452.5451202,0.156,0.174,0.102,0.106,0.139,0.143,-2.28278246569787,0.102,149,-0.446,0.8695,1.3155,15.6560601913618,0.0386764285714286,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,9,5.5,0.48,0.757,1.385,1.103,-0.498,0.887,-0.277,0.826,3000,0,3000,0,8,0,0,0,0,0,0,0,0.064,0.136,0,0
"351","IN",2007,351,"IN",0,1,16,1,0.596302688121796,0.604234762,4.6,251123.7,6400000,33.717,-0.33482325,-0.37632269,171,23.9477334,468.9550323,0.156,0.174,0.102,0.106,0.139,0.143,-1.74869997976761,0.102,150,-0.422,0.893,1.315,15.6718085483299,0.039238078125,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,8.5,5.5,-0.214,0.757,1.39,1.191,-0.453,0.937,-0.334,0.857,3000,0,3000,0,8,0,0,0,0,0,0,0,0.04,0.144,0,0
"353","IN",2009,353,"IN",0,2,16,1,0.58828604221344,0.494780466,10.3,289363.5,6500000,34.084,-0.21420278,-0.063694052,128.5100021,45.60389258,502.8110046,0.156,0.174,0.102,0.106,0.139,0.143,-1.74869997976761,0.174,NA,NA,NA,NA,15.6873127348659,0.0445174615384615,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.072,0.104,0,0
"355","IN",2011,355,"IN",0,10,24,0,0.578806281089783,0.494780466,9.1,197959.5,6516845,37.265,-0.069464877,0.36514407,129.2200012,43.40342188,837.9564514,0.156,0.174,0.102,0.106,0.139,0.143,-1.74869997976761,0.174,150,-0.446,0.915,1.361,15.689900921082,0.0303765856023889,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,17,5.5,0.778,0.807,1.409,1.281,-0.48,0.929,-0.407,0.874,3000,0,3000,0,8,0,0,0,0,0,0,0,0.12,0.232,0,0
"357","IN",2013,357,"IN",0,19,24,0,0.573752701282501,0.552111308,7.7,220810.5,6570518,39.158,-0.35003784,0.0831099,126.3799973,43.40472266,506.1195831,0.156,0.174,0.102,0.106,0.139,0.143,-1.8578992717326,0.174,150,-0.4595,0.916,1.3755,15.6981032305796,0.0336062544840452,1,1,0.106,5,6,15.5559767328048,20.137,5.59999990463257,0.0213937368421053,0.540233135223389,34.57265234,90,372.557312,21.5,5.5,0.843,0.81,1.417,1.3,-0.5,0.917,-0.407,0.893,3000,0,3000,0,8,0,0,0,0,0,0,0,0.072,0.192,0,0
"361","KS",1993,361,"KS",1,2.8,17.5,1,0.54937469959259,0.535410556,4.90000009536743,84408.5,2600000,20.881,-0.95240945,-0.25101072,130.6399994,11.87300732,229.9026413,0.181,0.14,0.125,0.067,0.152,0.169,-2.70306265959117,0.152,NA,NA,NA,NA,14.7710220029917,0.0324648076923077,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,10.15,10.15,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.151515151515152,0.260606060606061,0,0
"363","KS",1995,363,"KS",0,14,17.5,0,0.553249061107635,0.535410556,4.69999980926514,98787.5,2600000,22.358,-0.95777255,-0.28154051,132.1899986,11.73738672,212.1511307,0.181,0.14,0.125,0.067,0.152,0.169,-2.70306265959117,0.152,NA,NA,NA,NA,14.7710220029917,0.0379951923076923,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,15.75,10.15,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0725806451612903,0.193548387096774,0,0
"365","KS",1997,365,"KS",0,11.6,17.5,0,0.555402338504791,0.600723655,4.30000019073486,113166.5,2600000,24.986,-0.92923921,-0.30961514,136,11.55125439,218.9996185,0.181,0.14,0.125,0.067,0.152,0.169,-2.70306265959117,0.067,169,-0.656,0.6555,1.3115,14.7710220029917,0.0435255769230769,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,14.55,10.15,0.41,0.217,1.322,1.202,-0.647,0.675,-0.663,0.539,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0545454545454545,0.145454545454545,0,0
"367","KS",1999,367,"KS",0,11.6,17.5,0,0.566089928150177,0.600723655,3.5,127545.5,2700000,27.032,-0.91192681,-0.26804119,134,12.43596436,243.2882385,0.181,0.14,0.125,0.067,0.152,0.169,-2.70306265959117,0.067,165,-0.641,0.6135,1.2545,14.8087623309746,0.0472390740740741,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,14.55,10.15,0.375,0.153,1.287,0.982,-0.637,0.65,-0.663,0.319,3000,0,3000,0,8,0,0,0,0,0,0,0,0.024,0.056,0,0
"369","KS",2001,369,"KS",0,13.2,25,0,0.553926825523376,0.609169075,4,139955.7,2700000,29.268,-0.78501153,-0.39513898,148.9700012,14.12210254,248.7774582,0.181,0.14,0.125,0.067,0.152,0.169,-2.07944154167984,0.067,165,-0.655,0.673,1.328,14.8087623309746,0.0518354444444444,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,19.1,10.15,0.426,0.216,1.364,1.018,-0.681,0.683,-0.619,0.399,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0666666666666667,0.109090909090909,0,0
"371","KS",2003,371,"KS",1,14,25,1,0.567099153995514,0.609169075,5.19999980926514,150397.1,2700000,30.147,-0.79948169,-0.44397718,151.0600014,13.87989014,216.6436768,0.181,0.14,0.125,0.067,0.152,0.169,-2.07944154167984,0.125,163,-0.6395,0.65,1.2895,14.8087623309746,0.0557026296296296,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,19.5,10.15,0.278,0.216,1.33,0.992,-0.647,0.683,-0.619,0.373,3000,0,3000,0,8,0,0,0,0,0,0,0,0.032,0.096,0,0
"373","KS",2005,373,"KS",1,16.4,25,1,0.592104434967041,0.628670988,5.40000009536743,160838.5,2700000,32.268,-0.93631798,-0.30933693,124.9599991,11.4081582,215.7192917,0.181,0.14,0.125,0.067,0.152,0.169,-2.07944154167984,0.125,165,-0.689,0.708,1.397,14.8087623309746,0.0595698148148148,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,20.7,10.15,0.4,0.133,1.422,1.161,-0.706,0.716,-0.63,0.531,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0666666666666667,0.127272727272727,0,0
"375","KS",2007,375,"KS",1,12.4,25,1,0.598833024501801,0.628670988,4.2,185061.5,2800000,37.865,-0.76999098,-0.45300323,153.9000015,13.5832666,234.8063889,0.181,0.14,0.125,0.067,0.152,0.169,-1.96611285637283,0.125,165,-0.663,0.694,1.357,14.8451299751454,0.0660933928571429,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,18.7,10.15,0.298,0.133,1.376,1.161,-0.666,0.71,-0.63,0.531,3000,0,3000,0,8,0,0,0,0,0,0,0,0.128,0.176,0,0
"377","KS",2009,377,"KS",1,10.8,27.5,1,0.596014201641083,0.576122758,6.9,181721.3,2800000,39.204,-0.78001124,-0.4230907,151.4799995,13.52108008,243.7386017,0.181,0.14,0.125,0.067,0.152,0.169,-1.96611285637283,0.14,166,-0.685,0.7095,1.3945,14.8451299751454,0.0649004642857143,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,19.15,10.15,0.25,0.216,1.383,1.386,-0.666,0.717,-0.748,0.638,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0727272727272727,0.139393939393939,0,0
"379","KS",2011,379,"KS",0,23.6,30,0,0.596199214458466,0.576122758,6.5,139955.7,2869917,42.532,-0.91844928,-0.27723348,134.9000015,11.47053662,243.4019928,0.181,0.14,0.125,0.067,0.152,0.169,-1.96611285637283,0.14,165,-0.7335,0.77,1.5035,14.869793667457,0.0487664625841096,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,26.8,10.15,0.642,0.239,1.525,1.386,-0.719,0.806,-0.748,0.638,3000,0,3000,0,8,0,0,0,0,0,0,0,0.072,0.152,0,0
"381","KS",2013,381,"KS",0,19.5652174,27.5,0,0.597727000713348,0.610603363,5.3,150397.1,2894630,45.865,-0.99096382,-0.22780554,126.3800011,10.41383252,229.4392548,0.181,0.14,0.125,0.067,0.152,0.169,-1.70925824771631,0.14,165,-0.8,0.8985,1.6985,14.8783678542582,0.0519572795141348,1,1,0.067,2.8,17.5,14.7710220029917,20.881,4.90000009536743,0.0324648076923077,0.54937469959259,11.87300732,130.6399994,229.9026413,23.5326087,10.15,0.665,0.775,1.693,1.685,-0.8,0.893,-0.783,0.902,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0787878787878788,0.193939393939394,0,0
"385","KY",1993,385,"KY",1,22,15.78947,0,0.551542460918427,0.481312223,6.59999990463257,47964.6,3800000,17.813,-1.0529573,0.3086586,60,8.828178711,473.5554199,0.162,0.137,0.148,0.087,0.101,0.078,-2.44184716032755,0.101,NA,NA,NA,NA,15.1505116246966,0.0126222631578947,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,18.894735,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0756302521008403,0.109243697478992,0,0
"387","KY",1995,387,"KY",1,13,5.26316,0,0.552615821361542,0.481312223,5.19999980926514,57195,3900000,19.241,-1.1096711,0.485017,60,8.338662109,528.979187,0.162,0.137,0.148,0.087,0.101,0.078,-2.44184716032755,0.101,NA,NA,NA,NA,15.1764871110999,0.0146653846153846,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,9.13158,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0588235294117647,0.134453781512605,0,0
"389","KY",1997,389,"KY",1,14,2.63158,0,0.54966413974762,0.494709488,5.90000009536743,66425.4,4000000,21.325,-1.1502029,0.5736323,60,8.243319336,547.2754517,0.162,0.137,0.148,0.087,0.101,0.078,-2.44184716032755,0.087,35,-0.5695,0.934,1.5035,15.2018049190842,0.01660635,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,8.31579,18.894735,NA,0.006,NA,1.504,NA,NA,-0.57,0.934,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0756302521008403,0.176470588235294,0,0
"391","KY",1999,391,"KY",1,16,2.63158,0,0.558913588523865,0.494709488,4.69999980926514,75655.8,4000000,23.162,-1.0903245,0.78388447,60,11.47263281,663.2388611,0.162,0.137,0.148,0.087,0.101,0.078,-2.44184716032755,0.087,NA,NA,NA,NA,15.2018049190842,0.01891395,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,9.31579,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.076271186440678,0.135593220338983,0.00840336134453781,0
"393","KY",2001,393,"KY",1,16,2.63158,1,0.544423937797546,0.57727787,4.69999980926514,86302.2,4100000,25.535,-0.5528776,0.16048448,116.7999992,22.9574209,602.2514954,0.162,0.137,0.148,0.087,0.101,0.078,-1.91054300521802,0.087,138,-0.294,0.8055,1.0995,15.2264975316745,0.0210493170731707,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,9.31579,18.894735,-0.017,0.59,0.881,1.454,-0.209,0.672,-0.499,0.955,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0252100840336134,0.117647058823529,0,0
"395","KY",2003,395,"KY",1,15,7.89474,1,0.571431756019592,0.57727787,6,98364.6,4100000,26.483,-0.78622955,0.3670218,90,17.33582129,602.3675537,0.162,0.137,0.148,0.087,0.101,0.078,-1.91054300521802,0.148,138,-0.302,0.796,1.098,15.2264975316745,0.0239913658536585,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,11.44737,18.894735,-0.004,0.722,0.888,1.47,-0.208,0.68,-0.499,0.971,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0336134453781513,0.0840336134453782,0,0
"397","KY",2005,397,"KY",0,7,9.45946,1,0.60831743478775,0.600076199,5.40000009536743,110427,4200000,29.013,-0.79650313,0.46451417,90,16.74356396,650.2860107,0.162,0.137,0.148,0.087,0.101,0.078,-1.91054300521802,0.148,137,-0.286,0.773,1.059,15.2505950832536,0.0262921428571429,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,8.22973,18.894735,0.104,0.766,0.808,1.478,-0.144,0.664,-0.485,0.993,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0672268907563025,0.19327731092437,0,0
"399","KY",2007,399,"KY",0,11,6.75676,1,0.633082568645477,0.600076199,5.4,112577.4,4300000,31.583,-0.42603189,0.008749514,116,21.87255762,621.5395508,0.162,0.137,0.148,0.087,0.101,0.078,-1.98777435315401,0.148,138,-0.27,0.796,1.066,15.2741255806638,0.0261807906976744,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,8.87838,18.894735,0.049,0.74,0.898,1.466,-0.179,0.719,-0.473,0.993,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0593220338983051,0.152542372881356,0,0
"401","KY",2009,401,"KY",1,15,8.33333,1,0.597272634506226,0.582334276,10.3,134551.8,4300000,32.304,-0.52145416,0.16111167,116.7999992,21.98403516,633.0141602,0.162,0.137,0.148,0.087,0.101,0.078,-1.98777435315401,0.137,NA,NA,NA,NA,15.2741255806638,0.0312911162790698,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,11.666665,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0252100840336134,0.0840336134453782,0,0
"403","KY",2011,403,"KY",1,8,9.45946,1,0.574401557445526,0.582334276,9.4,86302.2,4367882,34.49,-0.82631606,0.2537742,90,12.26833887,566.1908264,0.162,0.137,0.148,0.087,0.101,0.078,-1.98777435315401,0.137,NA,NA,NA,NA,15.28978878139,0.0197583634356423,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,8.72973,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.076271186440678,0.161016949152542,0,0
"405","KY",2013,405,"KY",1,14.516129,11.1111111,1,0.573494255542755,0.615427724,8.1,98364.6,4398500,35.596,-0.93078524,0.37239236,89,13.28597461,545.920929,0.162,0.137,0.148,0.087,0.101,0.078,-1.82015894374975,0.137,NA,NA,NA,NA,15.2967741316749,0.0223632147322951,0,1,0.087,22,15.78947,15.1505116246966,17.813,6.59999990463257,0.0126222631578947,0.551542460918427,8.828178711,60,473.5554199,12.81362005,18.894735,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0420168067226891,0.126050420168067,0,0
"433","MA",1993,433,"MA",0,27.98742,27.5,1,0.569463014602661,0.379076532,8,633508,6100000,25.487,2.2390356,-2.2534561,402.4400024,89.41203125,553.4802246,0.431,0.28,0.385,0.332,0.614,0.386,-1.10262031006565,0.614,NA,NA,NA,NA,15.6237993291435,0.103853770491803,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,27.74371,27.74371,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0351758793969849,0.0904522613065327,0,0
"435","MA",1995,435,"MA",0,27.98742,25,1,0.577090084552765,0.379076532,5.80000019073486,673358,6100000,27.933,2.2390356,-2.2534561,402.4400024,130.9036133,588.8676758,0.431,0.28,0.385,0.332,0.614,0.386,-1.10262031006565,0.614,203,-1.068,-0.099,0.969,15.6237993291435,0.110386557377049,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,26.49371,27.74371,-1.051,-0.998,0.973,0.955,-1.072,-0.099,-1.042,-0.087,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0452261306532663,0.0804020100502513,0,0
"437","MA",1997,437,"MA",0,31.76101,30,1,0.591297745704651,0.313601646,4.30000019073486,713208,6200000,31.152,2.2390356,-2.2534561,402.4400024,125.1385898,593.8110352,0.431,0.28,0.385,0.332,0.614,0.386,-1.10262031006565,0.332,197,-1.0625,-0.135,0.9275,15.6400598500153,0.115033548387097,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,30.880505,27.74371,-1.049,-1.023,0.932,0.89,-1.066,-0.134,-1.042,-0.152,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0251256281407035,0.0552763819095477,0,0
"439","MA",1999,439,"MA",0,32.38994,32.5,1,0.614567458629608,0.313601646,3.29999995231628,753058,6300000,34.849,1.534444,-0.91314143,253,119.5129219,553.0534058,0.431,0.28,0.385,0.332,0.614,0.386,-1.10262031006565,0.332,206,-1.057,-0.1295,0.9275,15.6560601913618,0.119533015873016,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,32.44497,27.74371,-1.041,-1.015,0.928,1.007,-1.062,-0.134,-1.024,-0.017,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0150753768844221,0.0301507537688442,0,0
"441","MA",2001,441,"MA",0,35,40,1,0.600151598453522,0.352106562,2.79999995231628,794041.1,6400000,39.944,1.6006058,-0.82655168,250,122.4682734,613.4065247,0.431,0.28,0.385,0.332,0.614,0.386,-0.954511944694353,0.332,199,-1.053,-0.115,0.938,15.6718085483299,0.124068921875,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,37.5,27.74371,-1.034,-1.019,0.94,0.939,-1.055,-0.115,-1.024,-0.085,3000,0,3000,0,8,0,0,0,0,0,0,0,0.01,0.04,0,0
"443","MA",2003,443,"MA",0,35.53459,35,1,0.571661412715912,0.352106562,5.69999980926514,836157.3,6400000,40.805,1.6131103,-1.061201,266,121.0190352,517.0952454,0.431,0.28,0.385,0.332,0.614,0.386,-0.954511944694353,0.385,200,-1.05,-0.071,0.979,15.6718085483299,0.130649578125,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,35.267295,27.74371,-1.031,-1.021,0.982,0.943,-1.053,-0.071,-1.028,-0.085,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0251256281407035,0.0452261306532663,0,0
"445","MA",2005,445,"MA",0,36.79245,35,1,0.581118881702423,0.372571445,4.90000009536743,878273.5,6400000,44.842,1.6302409,-1.1413789,271,122.1495859,477.4428253,0.431,0.28,0.385,0.332,0.614,0.386,-0.954511944694353,0.385,200,-1.054,-0.071,0.983,15.6718085483299,0.137230234375,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,35.896225,27.74371,-1.042,-1.021,0.989,0.916,-1.057,-0.068,-1.028,-0.112,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0201005025125628,0.0251256281407035,0,0
"447","MA",2007,447,"MA",1,38.125,37.5,0,0.596280455589294,0.372571445,4.6,912458,6400000,50.417,1.7249328,-1.3064407,289,120.2282539,476.2313538,0.431,0.28,0.385,0.332,0.614,0.386,-1.27296567581289,0.385,208,-1.065,-0.0685,0.9965,15.6718085483299,0.1425715625,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,37.8125,27.74371,-1.054,-1.028,1.01,0.902,-1.065,-0.055,-1.054,-0.152,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0301507537688442,0.0402010050251256,0,0
"449","MA",2009,449,"MA",1,39.9371,37.5,0,0.602840781211853,0.368029096,8.1,962505.9,6500000,51.412,1.6159433,-1.2094843,278,117.4295469,478.1754303,0.431,0.28,0.385,0.332,0.614,0.386,-1.27296567581289,0.28,40,-1.072,-0.152,0.92,15.6873127348659,0.148077830769231,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,38.71855,27.74371,NA,-1.041,NA,0.92,NA,NA,-1.072,-0.152,3000,0,3000,0,8,0,0,0,0,0,0,0,0.0201005025125628,0.0402010050251256,0,0
"451","MA",2011,451,"MA",1,30,40,0,0.636648416519165,0.368029096,7.3,794041.1,6611797,55.23,1.5186619,-1.2063907,272,116.2780859,424.9939575,0.431,0.28,0.385,0.332,0.614,0.386,-1.27296567581289,0.28,40,-1.0735,-0.1275,0.946,15.7043660356974,0.120094597580658,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,35,27.74371,NA,-1.054,NA,0.945,NA,NA,-1.073,-0.128,3000,0,3000,0,8,0,0,0,0,0,0,0,0.075,0.15,0,0
"453","MA",2013,453,"MA",1,31.875,40,0,0.639231204986572,0.382114326,6.7,836157.3,6708810,57.145,1.567394,-1.1319315,275,111.4882813,540.9319458,0.431,0.28,0.385,0.332,0.614,0.386,-0.841647188878389,0.28,NA,NA,NA,NA,15.7189321459771,0.124635710356978,1,0,0.332,27.98742,27.5,15.6237993291435,25.487,8,0.103853770491803,0.569463014602661,89.41203125,402.4400024,553.4802246,35.9375,27.74371,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,3000,0,8,0,0,0,0,0,0,0,0.035,0.045,0,0
"481","ME",1993,481,"ME",0,10.2649,7.14286,1,0.533069372177124,0.439441271,6.59999990463257,36414.5,1200000,19.132,-0.97880214,-0.13383332,114,21.2353584,182.4443512,0.154,0.088,0.089,0.098,0.147,0.18,-2.32278780031156,0.147,NA,NA,NA,NA,13.9978321147582,0.0303454166666667,1,0,0.098,10.2649,7.14286,13.9978321147582,19.132,6.59999990463257,0.0303454166666667,0.533069372177124,21.2353584,114,182.4443512,8.70388,8.70388,NA,NA,NA,NA,NA,NA,NA,NA,1996,0,1996,0,8,0,0.44,0.44,0.47,0,0,0,0.0864864864864865,0.183783783783784,0,0
"483","ME",1995,483,"ME",0.5,0.331130000000002,2.94118,1,0.532454371452332,0.439441271,6.19999980926514,36493.5,1200000,20.812,-0.97880214,-0.13383332,114,24.69569434,186.574379,0.154,0.088,0.089,0.098,0.147,0.18,-2.32278780031156,0.147,NA,NA,NA,NA,13.9978321147582,0.03041125,1,0,0.098,10.2649,7.14286,13.9978321147582,19.132,6.59999990463257,0.0303454166666667,0.533069372177124,21.2353584,114,182.4443512,1.636155,8.70388,NA,NA,NA,NA,NA,NA,NA,NA,1996,0,1996,0,8,0,0.44,0.44,0.47,0,0,0,0.167567567567568,0.32972972972973,0,0
"485","ME",1997,485,"ME",0.5,4,5.88235,1,0.537184178829193,0.373378796,5.30000019073486,36572.5,1300000,22.999,-0.97880214,-0.13383332,114,24.29859766,207.8379059,0.154,0.088,0.089,0.098,0.147,0.18,-2.32278780031156,0.098,186,-0.816,0.567,1.383,14.0778748224318,0.0281326923076923,1,0,0.098,10.2649,7.14286,13.9978321147582,19.132,6.59999990463257,0.0303454166666667,0.533069372177124,21.2353584,114,182.4443512,4.941175,8.70388,-0.331,-0.568,1.346,1.494,-0.799,0.547,-0.874,0.62,1996,1,1996,1,8,0,0.44,0.44,0.47,0.44,0.44,0.47,0.146739130434783,0.244565217391304,0,1
"487","ME",1999,487,"ME",0.5,2.66667,8.82353,1,0.548664271831512,0.373378796,4,36651.5,1300000,25.622,-0.97880214,-0.13383332,114,23.2402373,234.6189346,0.154,0.088,0.089,0.098,0.147,0.18,-2.32278780031156,0.098,186,-0.838,0.561,1.399,14.0778748224318,0.0281934615384615,1,0,0.098,10.2649,7.14286,13.9978321147582,19.132,6.59999990463257,0.0303454166666667,0.533069372177124,21.2353584,114,182.4443512,5.7451,8.70388,-0.247,-0.568,1.38,1.495,-0.825,0.555,-0.876,0.619,1996,1,1996,1,8,0,0.44,0.44,0.47,0.44,0.44,0.47,0.0869565217391304,0.152173913043478,0,1
