"","state","year","gov_party","hs_abs_diff","sen_abs_diff","divided_gov","gini","gop_pct","unemploy","foreign_born_pop","population","pc_income","bowen_legprof_firstdim","bowen_legprof_seconddim","sess_length","leg_realsalary","leg_expend","squire_2015","squire_2009","squire_2003","squire_1996","squire_1986","squire_1979","legprofscore","legprofscore2","counter","dem_leg_median","rep_leg_median","l_diffs","logpop","pct_fb","divided_gov_1993","gov_party_1993","legprofscore_1993","hs_abs_diff_1993","sen_abs_diff_1993","logpop_1993","pc_income_1993","unemploy_1993","pct_fb_1993","gini_1993","leg_realsalary_1993","sess_length_1993","leg_expend_1993","abs_diff","abs_diff_1993","hou_chamber","sen_chamber","h_diffs","s_diffs","hou_dem","hou_rep","sen_dem","sen_rep","st","house_term_limit_year","house_term_limit","senate_term_limit_year","senate_term_limit","house_term_limit_length","senate_tl_plus","average_term_limitedness_score","house_term_limitedness_score","senate_term_limitedness_score","term_limitedness","house_term_limitedness","senate_term_limitedness","l_diffs_lag","h_diffs_lag","s_diffs_lag"
"228","HI",2013,1,36.2745098,46,0,0.565838277339935,0.282961515,4.9,223024.2,"1408765",44.59,0.35270691,0.19710106,120,96.60027344,533.4031067,0.321,0.262,0.225,0.252,0.276,0.246,0.321,0.262,41,-0.77,-0.089,0.681,14.1582239920168,0.158311854709622,0,1,0.252,42.15686,38,13.9978321147582,25.129,4.69999980926514,0.147967916666667,0.542043685913086,87.82764453,120,829.0917969,41.1372549,40.07843,-0.76,-0.77,0.63,2.15,-0.762,-0.132,-0.779,1.371,"HI",3000,0,3000,0,8,0,0,0,0,0,0,0,0.6385,0.628,2.154
"229","HI",2014,1,36.2745098,46,0,0.571461737155914,0.282961515,4.4,240863,"1420257",46.64,0.35270691,0.19710106,120,96.60027344,533.4031067,0.321,0.262,0.225,0.252,0.276,0.246,0.321,0.262,41,-0.77,-0.089,0.681,14.166348399117,0.169591137378658,0,1,0.252,42.15686,38,13.9978321147582,25.129,4.69999980926514,0.147967916666667,0.542043685913086,87.82764453,120,829.0917969,41.1372549,40.07843,-0.76,-0.77,0.63,2.15,-0.762,-0.132,-0.779,1.371,"HI",3000,0,3000,0,8,0,0,0,0,0,0,0,0.681,0.63,2.15
"230","IA",1993,0,1,4,1,0.538243591785431,0.462674709,4.40000009536743,57646.7,"2800000",19.083,-0.20903511,-0.31930733,151.2299957,53.94526172,298.0789337,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.225,151,-0.93,0.462,1.392,14.8451299751454,0.0205881071428571,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,2.5,2.5,0.102,-0.476,1.475,1.227,-0.956,0.519,-0.869,0.358,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,NA,NA,NA
"231","IA",1994,0,1,4,1,0.539010763168335,0.462674709,3.90000009536743,62423.6,"2900000",20.698,-0.20903511,-0.31930733,151.2299957,53.94526172,298.0789337,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.225,153,-0.9325,0.455,1.3875,14.8802212949567,0.0215253793103448,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,2.5,2.5,0.102,-0.476,1.477,1.228,-0.958,0.519,-0.87,0.358,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.392,1.475,1.227
"232","IA",1995,0,14,4,1,0.533415079116821,0.462674709,3.59999990463257,67200.5,"2900000",21.44,-0.11474729,-0.41099524,164.0100021,53.02710352,324.1325226,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.225,150,-0.9205,0.5125,1.433,14.8802212949567,0.0231725862068966,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,9,2.5,0.38,-0.529,1.486,1.214,-0.955,0.531,-0.856,0.358,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.3875,1.477,1.228
"233","IA",1996,0,14,4,1,0.549424588680267,0.462674709,3.70000004768372,71977.4,"2900000",23.266,-0.11474729,-0.41099524,164.0100021,53.02710352,324.1325226,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.164,150,-0.9295,0.5175,1.447,14.8802212949567,0.0248197931034483,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,9,2.5,0.38,-0.529,1.497,1.214,-0.958,0.539,-0.856,0.358,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.433,1.486,1.214
"234","IA",1997,0,4,8,0,0.539455950260162,0.442666111,3.40000009536743,76754.3,"2900000",24.253,-0.20122324,-0.25457278,147.6800003,54.25098828,333.1435089,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.164,150,-0.9535,0.5395,1.493,14.8802212949567,0.026467,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,6,2.5,0.297,0.224,1.532,1.35,-0.977,0.555,-0.873,0.477,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.447,1.497,1.214
"235","IA",1998,0,4,6,0,0.541746914386749,0.442666111,3,81531.2,"2900000",25.3,-0.20122324,-0.25457278,147.6800003,54.25098828,333.1435089,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.164,150,-0.9535,0.5395,1.493,14.8802212949567,0.0281142068965517,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,5,2.5,0.297,0.248,1.532,1.35,-0.977,0.555,-0.873,0.477,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.493,1.532,1.35
"236","IA",1999,1,6,10,1,0.541348397731781,0.442666111,2.70000004768372,86308.1,"2900000",25.837,-0.15918054,-0.30165005,154.0699997,53.45505664,345.2996521,0.241,0.167,0.17,0.164,0.225,0.266,0.164,0.164,150,-0.955,0.555,1.51,14.8802212949567,0.0297614137931035,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,8,2.5,0.332,0.261,1.514,1.383,-0.958,0.556,-0.893,0.49,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.493,1.532,1.35
"237","IA",2000,1,6,10,1,0.533636271953583,0.442666111,2.59999990463257,91085,"2900000",27.512,-0.15918054,-0.30165005,154.0699997,53.45505664,345.2996521,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.164,150,-0.955,0.555,1.51,14.8802212949567,0.0314086206896552,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,8,2.5,0.332,0.261,1.514,1.383,-0.958,0.556,-0.893,0.49,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.51,1.514,1.383
"238","IA",2001,1,6,10,1,0.531534373760223,0.498372208,3,95924.2,"2900000",28.276,-0.023106653,-0.51210988,174.9100037,50.7191582,356.8232117,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.164,153,-0.9835,0.568,1.5515,14.8802212949567,0.0330773103448276,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,8,2.5,0.328,0.268,1.578,1.443,-0.993,0.585,-0.937,0.506,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.51,1.514,1.383
"239","IA",2002,1,6,10,1,0.531392991542816,0.498372208,3.59999990463257,100763.4,"2900000",28.956,-0.023106653,-0.51210988,174.9100037,50.7191582,356.8232117,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.164,152,-0.984,0.568,1.552,14.8802212949567,0.034746,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,8,2.5,0.312,0.261,1.575,1.546,-0.993,0.582,-0.979,0.567,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5515,1.578,1.443
"240","IA",2003,1,4,8,1,0.5395348072052,0.498372208,4.19999980926514,105602.6,"2900000",29.478,-0.20314889,-0.29430053,148.3899994,49.28058203,358.9337769,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.17,150,-1.017,0.5885,1.6055,14.8802212949567,0.0364146896551724,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,6,2.5,0.345,0.326,1.599,1.598,-1.01,0.589,-1.029,0.569,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.552,1.575,1.546
"241","IA",2004,1,3,8,1,0.548501551151276,0.498372208,4.59999990463257,110441.8,"3000000",31.866,-0.20314889,-0.29430053,148.3899994,49.28058203,358.9337769,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.17,149,-1.019,0.5885,1.6075,14.9141228466324,0.0368139333333333,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,5.5,2.5,0.328,0.303,1.604,1.612,-1.015,0.589,-1.029,0.583,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6055,1.599,1.598
"242","IA",2005,1,1,0,1,0.560311615467072,0.503366793,4.69999980926514,115281,"3000000",32.609,-0.14080028,-0.46411091,169.6900024,46.9975293,336.9232483,0.241,0.167,0.17,0.164,0.225,0.266,0.17,0.17,148,-0.998,0.5625,1.5605,14.9141228466324,0.038427,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,0.5,2.5,-0.177,-0.288,1.581,1.55,-0.993,0.588,-1.011,0.539,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6075,1.604,1.612
"243","IA",2006,1,1,0,1,0.568544089794159,0.503366793,4.09999990463257,120120.2,"3000000",34.434,-0.14080028,-0.46411091,169.6900024,46.9975293,336.9232483,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.17,147,-1.003,0.5625,1.5655,14.9141228466324,0.0400400666666667,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,0.5,2.5,-0.002,-0.288,1.583,1.55,-0.995,0.588,-1.011,0.539,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5605,1.581,1.55
"244","IA",2007,1,4,10,0,0.569580912590027,0.503366793,3.7,124523.3,"3000000",36.681,-0.18841061,-0.25006869,150.5199966,51.61149414,369.1072388,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.17,149,-1.003,0.5905,1.5935,14.9141228466324,0.0415077666666667,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,7,2.5,-0.691,-0.833,1.592,1.605,-1.003,0.589,-0.988,0.617,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5655,1.583,1.55
"245","IA",2008,1,3,10,0,0.56624311208725,0.503366793,4.2,129798.6,"3000000",38.787,-0.18841061,-0.25006869,150.5199966,51.61149414,369.1072388,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.17,150,-0.998,0.5905,1.5885,14.9141228466324,0.0432662,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,6.5,2.5,-0.7,-0.833,1.587,1.605,-0.998,0.589,-0.988,0.617,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5935,1.592,1.605
"246","IA",2009,1,6,14,0,0.555772960186005,0.451512222,6.4,134637.8,"3000000",37.365,-0.34077421,-0.064965315,129.9299965,50.41006836,371.1349335,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.167,149,-1.003,0.652,1.655,14.9141228466324,0.0448792666666667,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,10,2.5,-0.805,-0.858,1.64,1.679,-1.003,0.637,-0.979,0.7,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5885,1.587,1.605
"247","IA",2010,1,6,14,0,0.549246907234192,0.451512222,6,139477,"3050694",37.952,-0.34077421,-0.064965315,129.9299965,50.41006836,371.1349335,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.167,150,-0.9915,0.652,1.6435,14.9308796636837,0.0457197608150801,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,10,2.5,-0.796,-0.858,1.635,1.679,-0.998,0.637,-0.979,0.7,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.655,1.64,1.679
"248","IA",2011,0,10,2,1,0.55540257692337,0.451512222,5.5,95924.2,"3065389",40.878,0.14108983,-0.79316115,208.7400055,47.97866797,351.7242432,0.241,0.167,0.17,0.164,0.225,0.266,0.167,0.167,150,-0.9965,0.6535,1.65,14.9356850361018,0.0312926679126206,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,6,2.5,0.453,-0.694,1.645,1.663,-1.004,0.641,-0.979,0.684,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6435,1.635,1.679
"249","IA",2012,0,10,2,1,0.569805860519409,0.451512222,5.1,100763.4,"3076636",42.607,0.14108983,-0.79316115,208.7400055,47.97866797,351.7242432,0.241,0.167,0.17,0.164,0.225,0.266,0.241,0.167,150,-1.004,0.6535,1.6575,14.939347350264,0.0327511606832918,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,6,2.5,0.453,-0.727,1.645,1.684,-1.004,0.641,-1,0.684,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.65,1.645,1.663
"250","IA",2013,0,3,3.0612245,1,0.55453634262085,0.470406481,4.7,105602.6,"3092224",43.217,-0.15571168,-0.47359154,170.4000015,46.42822461,327.4707184,0.241,0.167,0.17,0.164,0.225,0.266,0.241,0.167,150,-1.005,0.684,1.689,14.9444011310848,0.0341510188136435,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,3.03061225,2.5,0.411,-0.79,1.638,1.758,-0.984,0.654,-1.041,0.717,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.6575,1.645,1.684
"251","IA",2014,0,3,2,1,0.564815819263458,0.470406481,4.2,154060,"3109481",44.351,-0.15571168,-0.47359154,170.4000015,46.42822461,327.4707184,0.241,0.167,0.17,0.164,0.225,0.266,0.241,0.167,150,-1.01,0.684,1.694,14.9499663892003,0.0495452456535351,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,2.5,2.5,0.411,-0.79,1.638,1.762,-0.984,0.654,-1.041,0.721,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.689,1.638,1.758
"252","IA",2015,0,7,3.06122448979592,1,0.56784297823906,0.470406481,3.7,146367,"3123899",45.8,-0.15571168,-0.47359154,170.4000015,46.42822461,327.4707184,0.241,0.167,0.17,0.164,0.225,0.266,0.241,0.167,150,-1.011,0.692,1.703,14.9545924590734,0.0468539475828124,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,5.03061224489796,2.5,0.48,-0.819,1.685,1.765,-1.01,0.675,-1.013,0.752,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.694,1.638,1.762
"253","IA",2016,0,7,2,1,0.570870137214661,0.470406481,3.6,151167,"3106589",46.056,-0.15571168,-0.47359154,170.4000015,46.42822461,327.4707184,0.241,0.167,0.17,0.164,0.225,0.266,0.241,0.167,150,-1.011,0.707,1.718,14.9490358976812,0.0486601220824512,1,0,0.164,1,4,14.8451299751454,19.083,4.40000009536743,0.0205881071428571,0.538243591785431,53.94526172,151.2299957,298.0789337,4.5,2.5,0.48,-0.819,1.694,1.765,-1.01,0.684,-1.013,0.752,"IA",3000,0,3000,0,8,0,0,0,0,0,0,0,1.703,1.685,1.765
"254","ID",1996,0,31.42857,27.14286,0,0.584694266319275,0.59661483,5.30000019073486,50010,"1200000",20.827,-0.93596637,0.017912181,96.55999756,34.8625,158.7152939,0.169,0.12,0.138,0.11,0.125,0.179,0.11,0.11,102,-0.396,0.656,1.052,13.9978321147582,0.041675,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,29.285715,18.57143,0.563,0.556,0.954,1.129,-0.291,0.663,-0.491,0.638,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,NA,NA,NA
"255","ID",1997,0,34.28571,35.71429,0,0.566461741924286,0.607990276,5.19999980926514,53527.5,"1200000",21.3,-0.90366971,-0.018191012,102.2400017,33.32714844,176.8493423,0.169,0.12,0.138,0.11,0.125,0.179,0.11,0.11,103,-0.434,0.6835,1.1175,13.9978321147582,0.04460625,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,35,18.57143,0.669,0.572,1.217,1.039,-0.474,0.743,-0.399,0.64,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.052,0.954,1.129
"256","ID",1998,0,34.28571,35.71429,0,0.574733674526215,0.607990276,5.19999980926514,57045,"1300000",22.635,-0.90366971,-0.018191012,102.2400017,33.32714844,176.8493423,0.169,0.12,0.138,0.11,0.125,0.179,0.11,0.11,105,-0.515,0.6835,1.1985,14.0778748224318,0.0438807692307692,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,35,18.57143,0.663,0.572,1.353,1.039,-0.61,0.743,-0.399,0.64,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.1175,1.217,1.039
"257","ID",1999,0,32.85714,38.57143,0,0.586120009422302,0.607990276,5,60562.5,"1300000",23.645,-0.60230011,-0.30416545,135.2799988,38.0092793,191.4428482,0.169,0.12,0.138,0.11,0.125,0.179,0.11,0.11,106,-0.623,0.674,1.297,14.0778748224318,0.0465865384615385,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,35.714285,18.57143,0.66,0.597,1.451,1.112,-0.711,0.74,-0.47,0.642,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.1985,1.353,1.039
"258","ID",2000,0,32.85714,38.57143,0,0.58890163898468,0.607990276,4.69999980926514,64080,"1300000",25.087,-0.60230011,-0.30416545,135.2799988,38.0092793,191.4428482,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.11,104,-0.705,0.675,1.38,14.0778748224318,0.0492923076923077,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,35.714285,18.57143,0.669,0.585,1.456,1.179,-0.711,0.745,-0.541,0.638,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.297,1.451,1.112
"259","ID",2001,0,37.14286,41.428572,0,0.568691372871399,0.708484905,4.69999980926514,66381.8,"1300000",25.808,-0.49395087,-0.41126502,150,38.22873047,208.4129257,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.11,108,-0.711,0.742,1.453,14.0778748224318,0.0510629230769231,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,39.285716,18.57143,0.74,0.642,1.483,1.195,-0.717,0.766,-0.541,0.654,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.38,1.456,1.179
"260","ID",2002,0,37.14286,41.176471,0,0.57258403301239,0.708484905,5.19999980926514,68683.6,"1300000",26.182,-0.49395087,-0.41126502,150,38.22873047,208.4129257,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.11,106,-0.7385,0.7355,1.474,14.0778748224318,0.0528335384615385,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,39.1596655,18.57143,0.721,0.647,1.52,1.373,-0.758,0.762,-0.717,0.656,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.453,1.483,1.195
"261","ID",2003,0,27.14286,30,0,0.590591192245483,0.708484905,5.40000009536743,70985.4,"1400000",26.689,-0.41195977,-0.57840496,166.9900017,36.60277344,194.7764893,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.138,104,-0.803,0.712,1.515,14.1519827945855,0.0507038571428571,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,28.57143,18.57143,0.618,0.572,1.518,1.627,-0.778,0.74,-0.977,0.65,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.474,1.52,1.373
"262","ID",2004,0,27.14286,30,0,0.61133199930191,0.708484905,5,73287.2,"1400000",28.355,-0.41195977,-0.57840496,166.9900017,36.60277344,194.7764893,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.138,110,-0.806,0.675,1.481,14.1519827945855,0.052348,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,28.57143,18.57143,0.61,0.495,1.495,1.658,-0.76,0.735,-1.01,0.648,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.515,1.518,1.627
"263","ID",2005,0,31.42857,30,0,0.629484295845032,0.693227382,4.19999980926514,75589,"1400000",29.311,-0.69708812,-0.23340985,127.7999992,34.39217773,197.5054932,0.169,0.12,0.138,0.11,0.125,0.179,0.138,0.138,106,-0.8655,0.713,1.5785,14.1519827945855,0.0539921428571429,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,30.714285,18.57143,0.639,0.593,1.534,1.906,-0.803,0.731,-1.231,0.675,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.481,1.495,1.658
"264","ID",2006,0,31.42857,30,0,0.635200262069702,0.693227382,3.29999995231628,77890.8,"1500000",31.357,-0.69708812,-0.23340985,127.7999992,34.39217773,197.5054932,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.138,105,-0.8655,0.714,1.5795,14.2209756660724,0.0519272,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,30.714285,18.57143,0.658,0.588,1.549,1.906,-0.803,0.746,-1.231,0.675,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5785,1.534,1.906
"265","ID",2007,0,22.85714,30,0,0.643379271030426,0.693227382,3.1,88702.5,"1500000",32.58,-0.74290252,-0.13969721,119.9900017,33.27083301,224.5435791,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.138,105,-0.949,0.828,1.777,14.2209756660724,0.059135,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,26.42857,18.57143,0.711,0.597,1.791,1.907,-0.806,0.985,-1.231,0.676,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.5795,1.549,1.906
"266","ID",2008,0,22.85714,30,0,0.634160935878754,0.693227382,5.1,82494.4,"1500000",33.031,-0.74290252,-0.13969721,119.9900017,33.27083301,224.5435791,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.138,108,-0.9245,0.8285,1.753,14.2209756660724,0.0549962666666667,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,26.42857,18.57143,0.711,0.593,1.814,1.906,-0.806,1.008,-1.231,0.675,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.777,1.791,1.907
"267","ID",2009,0,24.28572,30,0,0.630587697029114,0.630245898,8.8,84796.2,"1600000",31.436,-0.59195387,-0.37036246,145.5499992,32.49634668,217.2964859,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.12,107,-0.918,0.889,1.807,14.28551418721,0.052997625,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,27.14286,18.57143,0.749,0.676,1.802,1.781,-0.806,0.996,-1.01,0.771,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.753,1.814,1.906
"268","ID",2010,0,24.28572,30,0,0.629141211509705,0.630245898,9,87098,"1570986",31.728,-0.59195387,-0.37036246,145.5499992,32.49634668,217.2964859,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.12,108,-0.922,0.889,1.811,14.2672140056767,0.0554416143746666,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,27.14286,18.57143,0.822,0.675,1.842,1.833,-0.834,1.008,-1.063,0.77,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.807,1.802,1.781
"269","ID",2011,0,31.42857,30,0,0.628990530967712,0.630245898,8.3,66381.8,"1584134",33.316,-0.64100856,-0.40952379,145.5099983,31.23478711,176.3745575,0.169,0.12,0.138,0.11,0.125,0.179,0.12,0.12,105,-0.9285,0.923,1.8515,14.2755484437381,0.0419041570978213,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,30.714285,18.57143,0.855,0.714,1.899,1.76,-0.914,0.985,-0.984,0.776,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.811,1.842,1.833
"270","ID",2012,0,31.42857,30,0,0.644793748855591,0.630245898,7.2,68683.6,"1596097",34.722,-0.64100856,-0.40952379,145.5099983,31.23478711,176.3745575,0.169,0.12,0.138,0.11,0.125,0.179,0.169,0.12,106,-0.9285,0.9355,1.864,14.2830718320874,0.0430322217258726,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,30.714285,18.57143,0.878,0.725,1.948,1.766,-0.914,1.034,-0.984,0.782,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.8515,1.899,1.76
"271","ID",2013,0,31.4285714,30,0,0.622421979904175,0.664213868,6.2,70985.4,"1612785",35.761,-0.85100132,-0.13220252,115.0200005,30.52748633,181.3844833,0.169,0.12,0.138,0.11,0.125,0.179,0.169,0.12,105,-0.8565,0.961,1.8175,14.2934730562207,0.0440141742389717,1,1,0.11,21.42857,15.71429,13.9108207377686,18.477,6.40000009536743,0.0358704545454545,0.559416234493256,35.76481445,112.1800003,101.0797348,30.7142857,18.57143,0.878,0.834,1.776,1.946,-0.799,0.977,-1.038,0.908,"ID",3000,0,3000,0,8,0,0,0,0,0,0,0,1.864,1.948,1.766
